"task","code","cue","response","target","TSR_score","strict","lenient","condition"
2,40045,"gallery","trunned","trunned",100,"correct","correct","A1_B2"
2,40045,"gifted","treeple","treeple",100,"correct","correct","A1_B1"
2,40045,"grape","clartle","clartle",100,"correct","correct","trial"
2,40045,"harass","dradden","dradden",100,"correct","correct","A2_B1"
2,40045,"heroic","blosper","blosper",100,"correct","correct","A2_B1"
2,40045,"laser","glorned","glorned",100,"correct","correct","A2_B2"
2,40045,"liberty","fastade","fastade",100,"correct","correct","A1_B2"
2,40045,"madness","lonbust","lonbust",100,"correct","correct","A2_B2"
2,40045,"modesty","tremish","tremish",100,"correct","correct","A1_B1"
2,40045,"mole","addeded","addeded",100,"correct","correct","A2_B2"
2,40045,"mutant","tossens","tossens",100,"correct","correct","A1_B2"
2,40045,"olive","nithter","nithter",100,"correct","correct","A1_B1"
2,40045,"orange","dramens","dramens",100,"correct","correct","trial"
2,40045,"orphan","castopp","castopp",100,"correct","correct","A1_B2"
2,40045,"pageant","achirin","achirin",100,"correct","correct","A2_B2"
2,40045,"pigeon","slooper","slooper",100,"correct","correct","A1_B1"
2,40045,"poised","pheties","pheties",100,"correct","correct","A1_B2"
2,40045,"proposal","plished","plished",100,"correct","correct","A1_B1"
2,40045,"publicity","drereby","drereby",100,"correct","correct","A2_B1"
2,40045,"publish","slarves","slarves",100,"correct","correct","A2_B1"
2,40045,"sacred","pluared","pluared",100,"correct","correct","A2_B2"
2,40045,"sewer","chyrene","chyrene",100,"correct","correct","A2_B1"
2,40045,"surgical","cridded","cridded",100,"correct","correct","A1_B2"
2,40045,"vessel","blonged","blonged",100,"correct","correct","A1_B1"
2,40046,"adjust","slarves","slarves",100,"correct","correct","A2_B2"
2,40046,"anguish","achirin","achirin",100,"correct","correct","A2_B2"
2,40046,"apple","scrones","scrones",100,"correct","correct","trial"
2,40046,"banner","idk","reordom",20,"wrong","wrong","A2_B1"
2,40046,"bloom","trapely","trapely",100,"correct","correct","A1_B2"
2,40046,"boost","clitten","clitten",100,"correct","correct","A1_B1"
2,40046,"breeding","glorned","glorned",100,"correct","correct","A1_B2"
2,40046,"broker","pheties","pheties",100,"correct","correct","A1_B1"
2,40046,"click","lonbust","lonbust",100,"correct","correct","A2_B2"
2,40046,"compound","blonged","blonged",100,"correct","correct","A2_B2"
2,40046,"confined","pruffed","pruffed",100,"correct","correct","A1_B1"
2,40046,"cosmic","idk","stereas",0,"wrong","wrong","A1_B2"
2,40046,"currency","drodgen","drodged",86,"wrong","correct","A2_B1"
2,40046,"delayed","addeded","addeded",100,"correct","correct","A1_B2"
2,40046,"demand","flanish","flanish",100,"correct","correct","A2_B1"
2,40046,"depend","ostess","ottress",77,"wrong","wrong","A1_B1"
2,40046,"dive","castopp","castopp",100,"correct","correct","A2_B1"
2,40046,"donation","flatial","flatial",100,"correct","correct","A2_B2"
2,40046,"editing","detrbe","detrabe",92,"wrong","correct","A2_B1"
2,40046,"gallery","thraped","thraped",100,"correct","correct","A1_B2"
2,40046,"gifted","slooper","slooper",100,"correct","correct","A1_B1"
2,40046,"grape","clartle","clartle",100,"correct","correct","trial"
2,40046,"harass","tremish","tremish",100,"correct","correct","A2_B1"
2,40046,"heroic","bensked","bensked",100,"correct","correct","A2_B1"
2,40046,"laser","brudied","brudied",100,"correct","correct","A2_B2"
2,40046,"liberty","idk","drereby",20,"wrong","wrong","A1_B2"
2,40046,"madness","grature","grature",100,"correct","correct","A2_B2"
2,40046,"modesty","blerved","blerved",100,"correct","correct","A1_B1"
2,40046,"mole","chyren","chyrene",92,"wrong","correct","A2_B2"
2,40046,"mutant","drusier","drusier",100,"correct","correct","A1_B2"
2,40046,"olive","tossens","tossens",100,"correct","correct","A1_B1"
2,40046,"orange","dramens","dramens",100,"correct","correct","trial"
2,40046,"orphan","slouder","slouder",100,"correct","correct","A1_B2"
2,40046,"pageant","dradden","dradden",100,"correct","correct","A2_B2"
2,40046,"pigeon","treeple","treeple",100,"correct","correct","A1_B1"
2,40046,"poised","nithter","nithter",100,"correct","correct","A1_B2"
2,40046,"proposal","pluared","pluared",100,"correct","correct","A1_B1"
2,40046,"publicity","idk","plished",40,"wrong","wrong","A2_B1"
2,40046,"publish","trunned","trunned",100,"correct","correct","A2_B1"
2,40046,"sacred","idk","drandal",20,"wrong","wrong","A2_B2"
2,40046,"sewer","id","blosper",0,"wrong","wrong","A2_B1"
2,40046,"surgical","fastade","fastade",100,"correct","correct","A1_B2"
2,40046,"vessel","cridded","cridded",100,"correct","correct","A1_B1"
2,40051,"adjust","slarves","slarves",100,"correct","correct","A2_B2"
2,40051,"anguish","trapely","trapely",100,"correct","correct","A2_B2"
2,40051,"apple","dramens","dramens",100,"correct","correct","trial"
2,40051,"banner","drereby","drereby",100,"correct","correct","A2_B1"
2,40051,"bloom","drusier","drusier",100,"correct","correct","A1_B2"
2,40051,"boost","bruden","brudied",77,"wrong","wrong","A1_B1"
2,40051,"breeding","detrabe","detrabe",100,"correct","correct","A1_B2"
2,40051,"broker","dradden","dradden",100,"correct","correct","A1_B1"
2,40051,"click","treeple","treeple",100,"correct","correct","A2_B2"
2,40051,"compound","flanish","flanish",100,"correct","correct","A2_B2"
2,40051,"confined","stereas","stereas",100,"correct","correct","A1_B1"
2,40051,"cosmic","clitten","clitten",100,"correct","correct","A1_B2"
2,40051,"currency","drodged","drodged",100,"correct","correct","A2_B1"
2,40051,"delayed","slouder","slouder",100,"correct","correct","A1_B2"
2,40051,"demand","pluared","pluared",100,"correct","correct","A2_B1"
2,40051,"depend","reordem","reordom",86,"wrong","correct","A1_B1"
2,40051,"dive","bensked","bensked",100,"correct","correct","A2_B1"
2,40051,"donation","thraped","thraped",100,"correct","correct","A2_B2"
2,40051,"editing","flatial","flatial",100,"correct","correct","A2_B1"
2,40051,"gallery","pruffed","pruffed",100,"correct","correct","A1_B2"
2,40051,"gifted","slooper","slooper",100,"correct","correct","A1_B1"
2,40051,"grape","clartle","clartle",100,"correct","correct","trial"
2,40051,"harass","blerved","blerved",100,"correct","correct","A2_B1"
2,40051,"heroic","chyrene","chyrene",100,"correct","correct","A2_B1"
2,40051,"laser","glorned","glorned",100,"correct","correct","A2_B2"
2,40051,"liberty","plished","plished",100,"correct","correct","A1_B2"
2,40051,"madness","lonbust","lonbust",100,"correct","correct","A2_B2"
2,40051,"modesty","tossens","tossens",100,"correct","correct","A1_B1"
2,40051,"mole","grateur","grature",86,"wrong","correct","A2_B2"
2,40051,"mutant","nihther","nithter",86,"wrong","correct","A1_B2"
2,40051,"olive","tremish","tremish",100,"correct","correct","A1_B1"
2,40051,"orange","scrones","scrones",100,"correct","correct","trial"
2,40051,"orphan","castopp","castopp",100,"correct","correct","A1_B2"
2,40051,"pageant","pheties","pheties",100,"correct","correct","A2_B2"
2,40051,"pigeon","blosper","blosper",100,"correct","correct","A1_B1"
2,40051,"poised","achirin","achirin",100,"correct","correct","A1_B2"
2,40051,"proposal","drandal","drandal",100,"correct","correct","A1_B1"
2,40051,"publicity","fastade","fastade",100,"correct","correct","A2_B1"
2,40051,"publish","trunned","trunned",100,"correct","correct","A2_B1"
2,40051,"sacred","ottress","ottress",100,"correct","correct","A2_B2"
2,40051,"sewer","addeded","addeded",100,"correct","correct","A2_B1"
2,40051,"surgical","cridded","cridded",100,"correct","correct","A1_B2"
2,40051,"vessel","blonged","blonged",100,"correct","correct","A1_B1"
1,40055,"adjust","prolong","prolong",100,"correct","correct","A2_B2"
1,40055,"anguish","mob","east",0,"wrong","wrong","A2_B2"
1,40055,"apple","flower","flower",100,"correct","correct","trial"
1,40055,"banner","chemist","chemist",100,"correct","correct","A2_B1"
1,40055,"bloom","flower","striped",15,"wrong","wrong","A1_B2"
1,40055,"boost","oyster","oyster",100,"correct","correct","A1_B1"
1,40055,"breeding","portray","portray",100,"correct","correct","A1_B2"
1,40055,"broker","idk","annual",0,"wrong","wrong","A1_B1"
1,40055,"click","writer","frontier",57,"wrong","wrong","A2_B2"
1,40055,"compound","chemistry","venom",29,"wrong","wrong","A2_B2"
1,40055,"confined","spaciois","spacious",88,"wrong","correct","A1_B1"
1,40055,"cosmic","donation","donation",100,"correct","correct","A1_B2"
1,40055,"currency","knob","knob",100,"correct","correct","A2_B1"
1,40055,"delayed","idk","ominous",20,"wrong","wrong","A1_B2"
1,40055,"demand","crack","wasp",22,"wrong","wrong","A2_B1"
1,40055,"depend","crack","crack",100,"correct","correct","A1_B1"
1,40055,"dive","folklore","mischief",13,"wrong","wrong","A2_B1"
1,40055,"donation","nuisance","nuisance",100,"correct","correct","A2_B2"
1,40055,"editing","idk","guiding",40,"wrong","wrong","A2_B1"
1,40055,"gallery","hunter","hunter",100,"correct","correct","A1_B2"
1,40055,"gifted","writer","writer",100,"correct","correct","A1_B1"
1,40055,"grape","tree","tree",100,"correct","correct","trial"
1,40055,"harass","IDK","fatal",0,"wrong","wrong","A2_B1"
1,40055,"heroic","litter","folklore",29,"wrong","wrong","A2_B1"
1,40055,"laser","frozen","frozen",100,"correct","correct","A2_B2"
1,40055,"liberty","vitamin","vitamin",100,"correct","correct","A1_B2"
1,40055,"madness","mature","mature",100,"correct","correct","A2_B2"
1,40055,"modesty","IDK","banking",20,"wrong","wrong","A1_B1"
1,40055,"mole","litter","litter",100,"correct","correct","A2_B2"
1,40055,"mutant","IDK","nurse",0,"wrong","wrong","A1_B2"
1,40055,"olive","IDK","habitat",20,"wrong","wrong","A1_B1"
1,40055,"orange","fruit","fruit",100,"correct","correct","trial"
1,40055,"orphan","idk","wizard",44,"wrong","wrong","A1_B2"
1,40055,"pageant","flyer","flyer",100,"correct","correct","A2_B2"
1,40055,"pigeon","idk","educate",20,"wrong","wrong","A1_B1"
1,40055,"poised","giggle","giggle",100,"correct","correct","A1_B2"
1,40055,"proposal","idk","breed",25,"wrong","wrong","A1_B1"
1,40055,"publicity","idk","hairdo",44,"wrong","wrong","A2_B1"
1,40055,"publish","divine","divine",100,"correct","correct","A2_B1"
1,40055,"sacred","idk","natives",20,"wrong","wrong","A2_B2"
1,40055,"sewer","animal","compute",15,"wrong","wrong","A2_B1"
1,40055,"surgical","demon","regard",18,"wrong","wrong","A1_B2"
1,40055,"vessel","idk","upon",0,"wrong","wrong","A1_B1"
2,40065,"adjust","glorned","glorned",100,"correct","correct","A2_B2"
2,40065,"anguish","blerved","blerved",100,"correct","correct","A2_B2"
2,40065,"apple","dramens","dramens",100,"correct","correct","trial"
2,40065,"banner","flanish","flanish",100,"correct","correct","A2_B1"
2,40065,"bloom","tremish","tremish",100,"correct","correct","A1_B2"
2,40065,"boost","pruffed","pruffed",100,"correct","correct","A1_B1"
2,40065,"breeding","clitten","clitten",100,"correct","correct","A1_B2"
2,40065,"broker","tossens","tossens",100,"correct","correct","A1_B1"
2,40065,"click","treeple","treeple",100,"correct","correct","A2_B2"
2,40065,"compound","plished","plished",100,"correct","correct","A2_B2"
2,40065,"confined","detrabe","detrabe",100,"correct","correct","A1_B1"
2,40065,"cosmic","flatial","flatial",100,"correct","correct","A1_B2"
2,40065,"currency","pheties","pheties",100,"correct","correct","A2_B1"
2,40065,"delayed","slouder","slouder",100,"correct","correct","A1_B2"
2,40065,"demand","pluared","pluared",100,"correct","correct","A2_B1"
2,40065,"depend","blonged","blonged",100,"correct","correct","A1_B1"
2,40065,"dive","slooper","slooper",100,"correct","correct","A2_B1"
2,40065,"donation","stereas","stereas",100,"correct","correct","A2_B2"
2,40065,"editing","slarves","slarves",100,"correct","correct","A2_B1"
2,40065,"gallery","brudied","brudied",100,"correct","correct","A1_B2"
2,40065,"gifted","grature","grature",100,"correct","correct","A1_B1"
2,40065,"grape","clartle","clartle",100,"correct","correct","trial"
2,40065,"harass","drodged","drodged",100,"correct","correct","A2_B1"
2,40065,"heroic","addeded","addeded",100,"correct","correct","A2_B1"
2,40065,"laser","thraped","thraped",100,"correct","correct","A2_B2"
2,40065,"liberty","drandal","drandal",100,"correct","correct","A1_B2"
2,40065,"madness","chyrene","chyrene",100,"correct","correct","A2_B2"
2,40065,"modesty","achirin","achirin",100,"correct","correct","A1_B1"
2,40065,"mole","bensked","bensked",100,"correct","correct","A2_B2"
2,40065,"mutant","drusier","drusier",100,"correct","correct","A1_B2"
2,40065,"olive","trapely","trapely",100,"correct","correct","A1_B1"
2,40065,"orange","scrones","scrones",100,"correct","correct","trial"
2,40065,"orphan","castopp","castopp",100,"correct","correct","A1_B2"
2,40065,"pageant","nithter","nithter",100,"correct","correct","A2_B2"
2,40065,"pigeon","blosper","blosper",100,"correct","correct","A1_B1"
2,40065,"poised","dradden","dradden",100,"correct","correct","A1_B2"
2,40065,"proposal","fastade","fastade",100,"correct","correct","A1_B1"
2,40065,"publicity","reordom","reordom",100,"correct","correct","A2_B1"
2,40065,"publish","trunned","trunned",100,"correct","correct","A2_B1"
2,40065,"sacred","ottress","ottress",100,"correct","correct","A2_B2"
2,40065,"sewer","IDK","lonbust",0,"wrong","wrong","A2_B1"
2,40065,"surgical","cridded","cridded",100,"correct","correct","A1_B2"
2,40065,"vessel","drereby","drereby",100,"correct","correct","A1_B1"
2,40080,"adjust","slarves","slarves",100,"correct","correct","A2_B2"
2,40080,"anguish","pheties","pheties",100,"correct","correct","A2_B2"
2,40080,"apple","scrones","scrones",100,"correct","correct","trial"
2,40080,"banner","drereby","drereby",100,"correct","correct","A2_B1"
2,40080,"bloom","achirin","achirin",100,"correct","correct","A1_B2"
2,40080,"boost","trunned","trunned",100,"correct","correct","A1_B1"
2,40080,"breeding","clitten","clitten",100,"correct","correct","A1_B2"
2,40080,"broker","nithter","nithter",100,"correct","correct","A1_B1"
2,40080,"click","treeple","treeple",100,"correct","correct","A2_B2"
2,40080,"compound","plished","plished",100,"correct","correct","A2_B2"
2,40080,"confined","flatial","flatial",100,"correct","correct","A1_B1"
2,40080,"cosmic","glorned","glorned",100,"correct","correct","A1_B2"
2,40080,"currency","drusier","drusier",100,"correct","correct","A2_B1"
2,40080,"delayed","lonbust","lonbust",100,"correct","correct","A1_B2"
2,40080,"demand","drandal","drandal",100,"correct","correct","A2_B1"
2,40080,"depend","reordem","reordom",86,"wrong","correct","A1_B1"
2,40080,"dive","castopp","castopp",100,"correct","correct","A2_B1"
2,40080,"donation","stereas","stereas",100,"correct","correct","A2_B2"
2,40080,"editing","pruffed","pruffed",100,"correct","correct","A2_B1"
2,40080,"gallery","thraped","thraped",100,"correct","correct","A1_B2"
2,40080,"gifted","grature","grature",100,"correct","correct","A1_B1"
2,40080,"grape","clartle","clartle",100,"correct","correct","trial"
2,40080,"harass","tossens","tossens",100,"correct","correct","A2_B1"
2,40080,"heroic","blosper","blosper",100,"correct","correct","A2_B1"
2,40080,"laser","brudied","brudied",100,"correct","correct","A2_B2"
2,40080,"liberty","fastade","fastade",100,"correct","correct","A1_B2"
2,40080,"madness","chyrene","chyrene",100,"correct","correct","A2_B2"
2,40080,"modesty","dradden","dradden",100,"correct","correct","A1_B1"
2,40080,"mole","slooper","slooper",100,"correct","correct","A2_B2"
2,40080,"mutant","drodged","drodged",100,"correct","correct","A1_B2"
2,40080,"olive","tremish","tremish",100,"correct","correct","A1_B1"
2,40080,"orange","dramens","dramens",100,"correct","correct","trial"
2,40080,"orphan","slouder","slouder",100,"correct","correct","A1_B2"
2,40080,"pageant","blerved","blerved",100,"correct","correct","A2_B2"
2,40080,"pigeon","bensked","bensked",100,"correct","correct","A1_B1"
2,40080,"poised","trapely","trapely",100,"correct","correct","A1_B2"
2,40080,"proposal","pluared","pluared",100,"correct","correct","A1_B1"
2,40080,"publicity","blonged","blonged",100,"correct","correct","A2_B1"
2,40080,"publish","detrabe","detrabe",100,"correct","correct","A2_B1"
2,40080,"sacred","flanish","flanish",100,"correct","correct","A2_B2"
2,40080,"sewer","addeded","addeded",100,"correct","correct","A2_B1"
2,40080,"surgical","cridded","cridded",100,"correct","correct","A1_B2"
2,40080,"vessel","ottress","ottress",100,"correct","correct","A1_B1"
1,40081,"adjust","protray","portray",86,"wrong","correct","A2_B2"
1,40081,"anguish","knob","knob",100,"correct","correct","A2_B2"
1,40081,"apple","flower","flower",100,"correct","correct","trial"
